Cykl_1,HMG,HL,Anoda_ANALIZA As,Anoda_ANALIZA As_amin,Anoda_ANALIZA Bi,Anoda_ANALIZA Bi_amin,Anoda_ANALIZA Bi_amax,Anoda_ANALIZA Ag,Anoda_ANALIZA Ag_amin,Czas_h,Temp_naporowe_amax,Temp_naporowe_mean,kwas [m3]_mean,Elektrolit [m3]_amin,NaCl [kg]_amin,NaCl [kg]_amax,NaCl [kg]_mean,NaCl [kg]_std,Sklad_Bi_amin,Sklad_Bi_amax,Sklad_Bi_mean,Sklad_Ni_amin,Sklad_Ni_amax,Sklad_Ni_mean,Sklad_Zn_amin,Sklad_Zn_amax,Sklad_Zn_mean,Sklad_H2SO4_amax,Sklad_H2SO4_mean,Sklad_Cu_amin,Sklad_Cu_amax,Sklad_Cu_mean,Sklad_Cl_amin,Sklad_Cl_mean,NaCl_amax,NaCl_mean,NaCl_std
1,1,0,0.1349999999999999,0.12,0.004325,0.0041,0.0044,0.305,0.3,267.0,62.6361167907714,61.029131793304295,2.003731343283582,-27.0,0.5,5.5,3.529850746268657,1.611941851292101,0.068,0.073,0.0718432835820895,3.65,4.22,4.015149253731343,0.02,0.024,0.0225074626865671,171.87,167.66328358208955,44.82,52.96,49.28664179104477,0.036,0.0382947761194029,32.74,20.98902985074627,9.559874152510565
0,1,0,0.145,0.14,0.0035999999999999,0.0034,0.0038,0.275,0.26,298.0,62.8653999328613,60.68262246053946,1.8066666666666664,-15.0,0.5,5.5,2.56,1.569909355541072,0.062,0.076,0.06666,3.7,4.69,3.9166,0.017,0.022,0.018,174.68,166.5674,42.64,52.25,46.6414,0.036,0.03956,32.74,15.2276,9.241072175701357
0,1,0,0.14,0.13,0.00365,0.0034,0.004,0.3325,0.26,308.0,62.7730834325154,60.960933455892864,2.203883495145631,-2.0,1.0,5.5,3.0194174757281558,1.663086138394395,0.07,0.075,0.0735825242718446,3.51,4.14,3.719708737864077,0.018,0.02,0.0196634304207119,172.12,168.8201941747573,43.3,49.7,46.475533980582526,0.034,0.0381423948220064,32.74,18.001100323624595,9.902653361122551
0,1,0,0.115,0.1,0.0029999999999999,0.0028,0.0032,0.335,0.3,305.0,63.7359832127889,61.02066484502493,2.2549019607843137,-39.0,0.5,4.5,3.0686274509803924,1.0449861925974828,0.073,0.077,0.0754771241830065,3.86,4.54,4.283006535947712,0.019,0.022,0.0200588235294117,172.41,166.85797385620916,44.92,51.1,48.54679738562091,0.037,0.038718954248366,26.84,18.21555555555556,6.184107064253444
0,1,0,0.145,0.14,0.0038,0.0036,0.004,0.325,0.32,308.0,62.8390167872111,60.819378563026106,2.0258899676375406,-24.0,3.0,5.5,4.587378640776699,0.93739203135689,0.074,0.077,0.0760194174757281,4.04,4.76,4.413592233009709,0.02,0.022,0.0209320388349514,173.82,167.80650485436894,44.52,53.7,50.92310679611651,0.036,0.0369902912621359,32.75,27.28381877022654,5.525111180009384
1,1,0,0.14,0.14,0.0052,0.0052,0.0052,0.29,0.29,248.0,62.8390167872111,60.99022225795896,1.895582329317269,-2.0,3.0,5.5,4.455823293172691,0.930040877147299,0.074,0.077,0.0760401606425702,4.04,4.76,4.335903614457831,0.02,0.022,0.0206907630522088,173.82,168.165421686747,44.52,53.7,50.73341365461848,0.036,0.0371164658634538,32.75,26.510602409638555,5.4968068478650505
0,1,0,0.14,0.14,0.0038,0.0038,0.0038,0.28,0.28,280.0,62.827916653951,60.34420063625393,1.5231316725978647,-18.0,0.5,5.5,3.5320284697508897,1.2286923126586975,0.065,0.071,0.0688362989323843,3.76,4.49,4.239537366548043,0.022,0.022,0.022,176.97,169.00992882562278,43.03,52.33,49.61516014234876,0.036,0.0380462633451957,32.82,20.94608540925267,7.323571019550056
1,1,0,0.145,0.12,0.00475,0.0041,0.0054,0.28,0.26,227.0,62.7730834325154,61.01853576237241,2.263157894736842,-2.0,1.0,5.5,3.125,1.6562357139272492,0.073,0.075,0.0743771929824561,3.51,3.87,3.6221052631578954,0.02,0.02,0.02,172.12,168.77166666666668,44.74,49.7,46.6225,0.034,0.0380833333333333,32.74,18.535657894736843,9.843897280152008
1,1,0,0.1324999999999999,0.12,0.00415,0.0041,0.0043,0.2975,0.29,224.0,62.8653999328613,60.59012542309849,1.88,-3.0,0.5,5.5,2.433333333333333,1.6636878141217315,0.062,0.071,0.06484,3.7,3.96,3.7820444444444448,0.017,0.018,0.0173155555555555,174.68,165.50986666666668,42.64,49.89,45.68942222222222,0.036,0.0396088888888888,32.74,14.396666666666668,9.80086070382159
0,1,0,0.16,0.13,0.00365,0.0032,0.0038,0.27,0.26,303.0,62.9054000218709,60.99464975349455,2.1672131147540985,-33.0,0.5,8.0,3.2644262295081967,2.3233663789615058,0.066,0.075,0.0718032786885245,4.0,4.49,4.12055737704918,0.018,0.02,0.0184655737704918,170.85,166.6272131147541,44.74,50.05,47.06390163934426,0.034,0.0387868852459016,47.65,19.560524590163933,13.87175541912812
0,1,0,0.1625,0.16,0.003875,0.0038,0.0041,0.285,0.26,306.0,63.4360167821248,61.00102557507735,1.803921568627451,-1.0,0.5,5.5,2.088235294117647,1.506399079619379,0.065,0.082,0.0773725490196078,4.0,4.26,4.162614379084968,0.018,0.02,0.01959477124183,179.78,170.4432679738562,43.72,49.9,46.9962091503268,0.036,0.0402091503267973,32.74,12.474183006535949,8.989934817275257
0,1,0,0.1675,0.16,0.0038,0.0038,0.0038,0.27,0.26,295.0,62.4555498123168,61.0369638005096,1.7441077441077442,-27.0,0.5,5.5,3.5202020202020203,1.5916577155199798,0.068,0.073,0.0712188552188552,3.65,4.22,4.072828282828282,0.02,0.024,0.0222626262626262,171.87,167.25821548821548,47.12,52.96,49.64787878787879,0.036,0.0382626262626262,32.75,20.896262626262622,9.42540929491873
1,1,0,0.145,0.12,0.004725,0.0043,0.0054,0.2625,0.25,248.0,62.827916653951,60.31641359287024,1.5863453815261044,-18.0,2.5,5.5,3.636546184738956,0.9275301701876706,0.065,0.071,0.0692570281124497,3.76,4.49,4.274779116465864,0.022,0.022,0.022,176.97,168.36212851405622,47.17,52.33,49.67803212851405,0.036,0.0378875502008032,32.74,21.722931726907632,5.5245934603894655
1,1,0,0.14,0.12,0.0048,0.0046,0.0054,0.2575,0.25,252.0,62.8390167872111,60.86578645874654,1.623015873015873,-24.0,3.0,5.5,4.676587301587301,0.8743622948337562,0.074,0.077,0.0762301587301587,4.04,4.76,4.40952380952381,0.02,0.022,0.0208968253968253,173.82,168.57480158730158,48.01,53.7,51.15011904761905,0.036,0.0369801587301587,32.75,27.773650793650795,5.192548308234212
0,1,0,0.145,0.1,0.003775,0.0028,0.0041,0.3125,0.28,300.0,62.8653999328613,60.64430676585617,1.6943521594684383,-15.0,0.5,5.5,2.420265780730897,1.566403926980035,0.062,0.076,0.0672890365448505,3.7,4.69,4.006478405315614,0.017,0.022,0.0184916943521594,174.68,166.0786046511628,42.64,52.82,47.17142857142857,0.036,0.039970099667774,32.74,14.506810631229236,9.286166259227748
1,1,0,0.1625,0.16,0.0051,0.0048,0.0054,0.285,0.26,265.0,62.1347836176554,61.00548892130757,2.1278195488721803,-2.0,0.5,5.5,2.9285714285714284,1.78795008281895,0.068,0.082,0.0781052631578947,3.97,4.47,4.321503759398496,0.018,0.02,0.0194511278195488,173.66,167.11518796992482,45.86,51.12,48.59744360902256,0.036,0.0390827067669172,32.77,17.47627819548872,10.575820805901625
1,1,0,0.1475,0.12,0.0049499999999999,0.0044,0.0054,0.2825,0.26,214.0,62.1347836176554,60.99918078284584,2.213953488372093,-2.0,0.5,5.5,3.332558139534884,1.70755891378128,0.068,0.082,0.0804046511627906,3.97,4.47,4.362465116279069,0.018,0.02,0.0195720930232558,173.66,167.37623255813952,46.85,51.12,48.93293023255814,0.036,0.0384744186046511,32.77,19.83567441860465,10.096555644119922
0,1,0,0.1,0.1,0.0039,0.0039,0.0039,0.31,0.31,307.0,62.8653999328613,60.653840976996754,1.525974025974026,-15.0,0.5,4.5,2.1948051948051948,1.5027788465378364,0.062,0.076,0.0676818181818181,3.7,4.69,4.050454545454546,0.017,0.022,0.0187272727272727,174.68,165.84824675324677,42.64,52.82,47.20116883116883,0.037,0.0406168831168831,26.84,13.11818181818182,8.854702091343535
0,1,0,0.132,0.1,0.00358,0.0028,0.0054,0.3314999999999999,0.3,298.0,62.7177165349324,61.025434724610086,1.4849498327759196,-24.0,0.5,5.5,2.963210702341137,1.7723598549548405,0.072,0.086,0.0765886287625418,4.18,4.58,4.3303678929765885,0.022,0.023,0.0223110367892976,173.06,167.52622073578596,48.12,54.76,50.98889632107024,0.036,0.0395284280936454,32.71,17.68819397993311,10.457628734123666
0,1,0,0.16,0.16,0.0042,0.0042,0.0042,0.31,0.31,302.0,62.9054000218709,60.99960835813271,2.006622516556291,-2.0,0.5,7.0,2.7711920529801324,1.9894901355719177,0.066,0.075,0.0708774834437086,4.0,4.49,4.167152317880794,0.018,0.02,0.0186688741721854,169.47,166.5486092715232,44.74,50.05,46.8932119205298,0.034,0.0393178807947019,41.74,16.469867549668873,11.77640670152294
1,1,0,0.16,0.16,0.004425,0.0043,0.0048,0.3025,0.28,233.0,62.7730834325154,60.98288517864049,2.2051282051282053,-2.0,1.0,5.5,3.602564102564102,1.4932443888681128,0.07,0.075,0.074,3.51,4.14,3.650769230769231,0.018,0.02,0.0197094017094017,172.12,168.93529914529915,44.74,49.7,46.25042735042735,0.034,0.0376410256410256,32.74,21.49141025641025,8.865022853410046
1,0,1,0.05375,0.03,0.000575,0.0004,0.0007,,,275.0,62.4258499145507,60.91069762836962,2.2934782608695654,-2.0,0.5,8.5,4.842391304347826,2.4270401140926827,0.023,0.04,0.0346811594202898,6.89,8.23,7.376014492753623,0.076,0.086,0.0783731884057971,173.66,168.66927536231884,41.84,50.17,45.146884057971015,0.033,0.0363405797101449,50.04,28.7225,14.365704915780237
1,1,0,0.1649999999999999,0.14,0.0048,0.0046,0.0052,0.2875,0.28,227.0,62.8653999328613,60.90937038727041,1.118421052631579,-15.0,0.5,4.0,2.1184210526315788,1.3695920991189057,0.062,0.076,0.0651798245614035,3.7,4.69,3.8868859649122807,0.017,0.022,0.0179122807017543,174.68,167.08118421052632,42.64,52.25,46.08372807017544,0.038,0.0401184210526315,23.85,12.6440350877193,8.083743813531964
1,1,0,0.1799999999999999,0.1799999999999999,0.0046,0.0046,0.0046,0.29,0.29,243.0,62.8653999328613,60.92114132119069,1.0655737704918034,-15.0,0.5,4.5,2.028688524590164,1.3889617467229043,0.062,0.076,0.065889344262295,3.7,4.69,3.939549180327869,0.017,0.022,0.0181803278688524,174.68,167.05442622950818,42.64,52.82,46.49975409836065,0.037,0.0402295081967213,23.85,12.072008196721312,8.158785795845112
0,1,0,0.12,0.12,0.0038,0.0038,0.0038,0.33,0.33,302.0,62.7177165349324,61.01388328041418,1.576158940397351,-24.0,0.5,5.5,2.9619205298013247,1.7613533815016484,0.072,0.086,0.075569536423841,4.18,4.58,4.3264900662251655,0.022,0.023,0.022387417218543,173.06,167.5735430463576,48.12,55.49,51.44519867549669,0.036,0.039751655629139,32.71,17.71566225165563,10.422805371832569
0,1,0,0.147,0.1,0.0041199999999999,0.0039,0.0043,0.3065,0.28,301.0,62.1347836176554,61.012841528403165,1.890728476821192,-2.0,0.5,5.5,2.8327814569536423,1.7285039174418504,0.068,0.082,0.0761357615894039,3.97,4.47,4.3230132450331125,0.018,0.02,0.0195066225165562,173.66,166.7432119205298,45.86,51.12,48.29546357615894,0.036,0.0392185430463576,32.77,16.8767880794702,10.250908878663472
1,0,1,0.03875,0.03,0.000525,0.0004,0.0006,,,237.0,61.9744164784749,60.93347850310652,2.0756302521008405,-2.0,1.5,8.5,5.142857142857143,2.4188455393469845,0.023,0.04,0.0356050420168067,6.89,8.23,7.26672268907563,0.076,0.086,0.0776596638655462,173.66,168.97441176470588,41.84,50.17,44.76415966386555,0.033,0.0360042016806722,50.04,30.47743697478992,14.317686819121365
1,1,0,0.13,0.12,0.00485,0.0048,0.005,0.2725,0.27,249.0,63.7359832127889,61.02202717020325,2.243027888446215,-4.0,0.5,4.0,2.7908366533864544,1.02326716805102,0.073,0.077,0.0757131474103585,3.86,4.54,4.435298804780876,0.019,0.022,0.0205537848605577,172.41,166.0760956175299,46.46,51.1,48.6999203187251,0.038,0.0390517928286852,23.86,16.576334661354583,6.054778551817875
0,0,1,0.06,0.06,0.0005,0.0005,0.0005,,,314.0,61.9744164784749,60.93831961405028,1.923566878980892,-3.0,1.5,8.5,4.901273885350318,2.182883963382068,0.023,0.04,0.032452229299363,6.89,8.23,7.502802547770701,0.076,0.086,0.078436305732484,173.66,167.29815286624205,41.84,50.17,44.8147770700637,0.033,0.0360127388535031,50.04,29.02015923566879,12.918858505548547
0,1,0,0.1349999999999999,0.11,0.00405,0.0039,0.0042,0.31,0.31,311.0,62.827916653951,60.418255764295154,1.794871794871795,-38.0,0.5,5.5,2.858974358974359,1.6255544409517573,0.065,0.071,0.0691153846153846,3.76,4.49,4.432884615384615,0.022,0.022,0.022,174.21,167.4348076923077,47.17,53.35,50.13634615384615,0.036,0.0391153846153846,32.74,16.946025641025642,9.572091982706056
1,1,0,0.15,0.12,0.004725,0.0043,0.005,0.28,0.25,248.0,62.9054000218709,60.99355590445875,1.987951807228916,-2.0,0.5,7.0,3.0156626506024096,2.090328068539384,0.066,0.073,0.0706947791164658,4.0,4.49,4.16136546184739,0.018,0.02,0.0186586345381526,169.47,166.43803212851407,44.74,50.05,46.8589156626506,0.034,0.0391285140562249,41.74,17.977991967871485,12.361121575193303
1,1,0,0.15,0.12,0.00475,0.0042,0.005,0.275,0.27,224.0,62.8653999328613,60.96282592438659,0.7333333333333333,-15.0,0.5,4.5,2.16,1.4434890766076875,0.062,0.076,0.0656088888888889,3.7,4.69,3.955200000000001,0.017,0.022,0.0182888888888888,174.68,168.3630222222222,42.69,52.82,47.05168888888888,0.037,0.0400622222222222,26.84,12.823644444444446,8.498776070378867
0,1,0,0.15,0.13,0.004305,0.0041,0.0044,0.279,0.26,298.0,62.7177165349324,61.01680892917446,1.899665551839465,-24.0,0.5,5.5,2.767558528428093,1.7991378600174477,0.072,0.077,0.0746923076923076,4.18,4.5,4.327692307692308,0.022,0.023,0.0224615384615384,173.06,167.12177257525082,48.12,55.49,51.64775919732442,0.036,0.0403043478260869,32.71,16.630903010033446,10.600688950668086
0,1,0,0.111,0.1,0.00392,0.0039,0.0041,0.307,0.28,299.0,63.4360167821248,61.009610814957895,2.0066889632107023,-1.0,0.5,4.0,1.7224080267558528,1.3609608062604033,0.065,0.082,0.0739832775919732,4.08,4.26,4.175117056856187,0.02,0.02,0.02,175.44,169.30083612040133,43.72,50.48,47.20280936454849,0.038,0.0409197324414715,23.84,10.187558528428092,7.995454438005424
1,1,0,0.1525,0.15,0.004525,0.0043,0.0046,0.28,0.27,253.0,62.9054000218709,61.00608525760038,1.7834645669291338,-2.0,0.5,7.0,2.8303149606299214,2.1020191448671324,0.066,0.073,0.0702165354330708,4.0,4.49,4.194842519685039,0.018,0.02,0.0187952755905511,169.47,166.34413385826772,44.74,50.05,46.79767716535433,0.034,0.0394015748031496,41.74,16.85818897637795,12.456799557079396
1,1,0,0.16,0.16,0.0043,0.0043,0.0043,0.31,0.31,248.0,63.7359832127889,61.02124598859732,2.1927710843373496,-4.0,0.5,4.0,2.8012048192771086,0.9000663921618558,0.073,0.077,0.0754257028112449,4.42,4.54,4.46722891566265,0.02,0.022,0.0207871485943775,172.8,166.09168674698796,46.46,51.1,48.61309236947791,0.038,0.0387871485943775,23.86,16.59566265060241,5.384751437812781
1,1,0,0.16,0.16,0.0042,0.0042,0.0042,0.27,0.27,256.0,62.1347836176554,61.00227313053947,1.894941634241245,-2.0,0.5,5.5,2.8190661478599224,1.7835364446833215,0.068,0.082,0.0762256809338521,4.16,4.47,4.342140077821012,0.019,0.02,0.0195875486381322,173.66,166.46155642023348,45.86,51.12,47.97813229571984,0.036,0.0393073929961089,32.77,16.740194552529182,10.582123688507728
0,1,0,0.1265,0.12,0.00401,0.0038,0.0044,0.3085,0.26,278.0,62.7177165349324,61.00077033217528,1.9460431654676256,-24.0,0.5,5.5,2.733812949640288,1.857565424916749,0.072,0.077,0.0744640287769784,4.18,4.5,4.342302158273381,0.022,0.023,0.0225071942446043,173.06,167.03309352517985,48.12,55.49,51.71827338129496,0.036,0.0405539568345323,32.71,16.51017985611511,10.997328801202537
0,1,0,0.1575,0.15,0.00435,0.0042,0.0044,0.285,0.27,290.0,62.4555498123168,61.01902977897516,1.649484536082474,-20.0,0.5,5.5,2.9656357388316152,1.753475718235776,0.068,0.073,0.0703195876288659,4.07,4.22,4.139587628865979,0.02,0.024,0.0218556701030927,170.6,166.0076288659794,47.12,54.32,50.16670103092783,0.036,0.0396494845360824,32.75,17.72790378006873,10.354662321756626
0,1,0,0.1475,0.13,0.0043,0.0042,0.0044,0.2725,0.26,291.0,62.827916653951,60.33428122452761,2.047945205479452,-38.0,0.5,5.5,2.9794520547945207,1.7496948308575944,0.067,0.071,0.0687808219178082,4.41,4.49,4.454383561643835,0.022,0.022,0.022,174.21,167.2054794520548,47.17,53.35,50.19787671232877,0.036,0.0390547945205479,32.74,17.707876712328765,10.357492479310562
0,1,0,0.13,0.1,0.00475,0.0041,0.0054,0.31,0.28,304.0,63.7359832127889,61.03616273055549,1.8,-20.0,0.5,4.5,2.8409836065573773,1.1535667014086324,0.07,0.077,0.0745442622950819,3.92,4.54,4.468065573770492,0.02,0.022,0.0211016393442622,172.8,166.2328524590164,46.46,51.1,48.89331147540983,0.037,0.0390819672131147,26.83,16.898360655737704,6.720102741501924
1,0,1,0.047,0.044,0.00065,0.0006,0.0007,,,235.0,61.8624665578206,60.92491225495617,1.6425531914893616,-2.0,1.5,8.0,4.587234042553192,2.015921352131937,0.023,0.04,0.0321148936170212,6.89,8.23,7.5115319148936175,0.076,0.081,0.0783191489361702,173.66,168.0463829787234,41.84,47.22,44.54527659574468,0.034,0.0364510638297872,47.71,27.3096170212766,12.004399169694
1,1,0,0.15,0.12,0.0041249999999999,0.0039,0.0048,0.285,0.27,240.0,62.7730834325154,60.9844560463675,1.3568464730290457,-1.0,1.5,5.5,3.680497925311203,1.2851691526944389,0.07,0.075,0.0724688796680498,3.51,4.14,3.828921161825726,0.018,0.02,0.0189875518672199,172.03,168.24278008298757,44.95,49.94,47.01597510373444,0.036,0.0378340248962655,32.74,22.079004149377592,7.5604570411328975
1,1,0,0.1475,0.12,0.0040999999999999,0.0038,0.0048,0.2875,0.27,248.0,63.7359832127889,61.02404941867572,2.1204819277108435,-20.0,0.5,4.0,2.897590361445783,0.8927091654622303,0.073,0.077,0.0749116465863453,4.42,4.54,4.482650602409639,0.02,0.022,0.0210441767068273,172.8,166.40441767068273,46.46,51.1,48.61630522088353,0.038,0.0388755020080321,23.87,17.284658634538154,5.1285816736994825
0,1,0,0.1345,0.1,0.005095,0.0028,0.0064,0.3065,0.21,279.0,62.1347836176554,61.02607497032248,1.3655913978494625,-2.0,0.5,5.5,2.360215053763441,1.5024540921137184,0.068,0.082,0.0736702508960573,4.16,4.47,4.285555555555556,0.019,0.02,0.0194050179211469,173.66,165.5205734767025,45.86,51.24,48.48100358422939,0.036,0.0397562724014336,32.77,14.366559139784949,8.864358935699428
0,1,0,0.13,0.13,0.0044,0.0044,0.0044,0.3,0.3,275.0,62.7177165349324,60.99944645587072,2.2363636363636363,-24.0,0.5,5.5,2.267272727272727,1.7184119457014366,0.072,0.077,0.074,4.18,4.5,4.372,0.022,0.023,0.0226,173.06,166.04272727272726,48.12,55.49,51.43410909090909,0.036,0.0413236363636363,32.71,13.741854545454546,10.233741842334805
0,1,0,0.13,0.1,0.004575,0.0041,0.0054,0.285,0.26,280.0,62.4555498123168,61.02740804546952,1.583629893238434,-20.0,0.5,5.5,2.7206405693950177,1.719967072668117,0.068,0.073,0.0699359430604982,4.07,4.22,4.130320284697509,0.02,0.024,0.0215587188612099,170.6,165.544768683274,47.12,54.94,50.270249110320286,0.036,0.0398185053380782,32.75,16.235871886120997,10.1452100962875
1,1,0,0.1425,0.14,0.003525,0.0034,0.0039,0.3025,0.25,228.0,63.7359832127889,61.025779143483085,2.0565217391304347,-20.0,0.5,4.0,2.9130434782608696,0.8456435227291111,0.073,0.077,0.0748260869565217,4.42,4.54,4.485217391304348,0.02,0.022,0.0210869565217391,172.8,166.26321739130435,46.46,51.1,48.46565217391304,0.038,0.0388391304347826,23.87,17.341304347826085,4.903783678050692
0,1,0,0.123,0.1,0.00422,0.0041,0.0044,0.2805,0.27,279.0,63.7359832127889,61.02745559877494,1.7,-20.0,0.5,4.5,2.7928571428571427,1.1792496768315095,0.07,0.077,0.0743499999999999,3.92,4.54,4.474142857142857,0.02,0.022,0.0212,172.8,166.1022857142857,46.46,51.1,48.75942857142857,0.037,0.0391571428571428,26.83,16.61342857142857,6.864817192357375
1,1,0,0.1475,0.14,0.003875,0.0034,0.0041,0.2625,0.24,251.0,62.4450503031412,60.25118296611424,1.8571428571428568,-38.0,0.5,5.5,2.6547619047619047,1.654360754139735,0.067,0.071,0.0685079365079365,4.41,4.49,4.45984126984127,0.022,0.022,0.022,174.21,166.93253968253967,47.17,53.35,49.895515873015874,0.036,0.0394722222222222,32.74,15.789563492063492,9.800192829224152
1,1,0,0.145,0.14,0.0037,0.0034,0.0039,0.2875,0.25,238.0,62.8390167872111,60.77503757274808,1.9121338912133887,-24.0,0.0,5.5,3.939330543933055,1.5303241443956526,0.076,0.077,0.0763891213389121,4.47,4.76,4.64715481171548,0.021,0.022,0.0216108786610878,173.82,165.88196652719665,48.96,53.19,51.17497907949791,0.036,0.0379246861924686,32.75,23.820041841004183,8.214187997119588
0,1,0,0.13,0.13,0.0046,0.0046,0.0046,0.31,0.31,293.0,62.8390167872111,60.81177931364106,1.8775510204081636,-32.0,0.0,5.5,3.729591836734694,1.4925898318737798,0.072,0.077,0.0757993197278911,4.47,4.76,4.642006802721088,0.02,0.022,0.0214455782312925,173.82,166.01874149659864,48.96,53.19,51.431326530612246,0.036,0.0380986394557823,32.74,22.48561224489796,8.173580898798336
0,1,0,0.1359999999999999,0.1,0.0051,0.0042,0.0052,0.28,0.28,290.0,62.4450503031412,60.19516691396903,2.068493150684932,-38.0,0.5,5.5,2.9315068493150687,1.6721183726598436,0.057,0.071,0.0666849315068493,3.66,4.49,4.348150684931508,0.02,0.022,0.0217123287671232,174.21,166.9968493150685,47.17,53.35,49.95657534246576,0.036,0.0390890410958904,32.74,17.39527397260274,9.876768827285392
1,0,1,0.031,0.027,0.0003,0.0002,0.0004,,,276.0,61.9087501525878,60.92913496980574,1.681159420289855,-3.0,1.5,8.0,4.547101449275362,1.783140927647739,0.02,0.04,0.0275507246376811,6.54,8.23,7.668876811594203,0.076,0.081,0.0790434782608695,173.66,166.7538768115942,41.84,48.31,45.03735507246377,0.034,0.0365036231884058,47.71,26.965289855072463,10.591408400948309
1,1,0,0.16,0.16,0.0039,0.0039,0.0039,0.25,0.25,232.0,62.7177165349324,60.97531083820771,2.0643776824034337,-24.0,0.5,5.0,2.087982832618026,1.5790197088964149,0.072,0.077,0.073695278969957,4.18,4.5,4.391502145922747,0.022,0.023,0.0226609442060085,173.06,167.1827467811159,48.12,55.49,51.43562231759657,0.038,0.0416866952789699,29.82,12.631630901287554,9.349712327369122
0,0,1,0.057,0.052,0.0005,0.0003,0.0007,,,305.0,61.9087501525878,60.84498307023938,1.6274509803921569,-3.0,1.5,8.0,4.545751633986928,1.6921801604702504,0.02,0.04,0.0267450980392156,6.54,8.23,7.557058823529412,0.076,0.081,0.0787450980392156,173.66,166.7707843137255,41.84,48.31,44.97921568627451,0.034,0.0365490196078431,47.71,26.96892156862745,10.050997103153438
1,1,0,0.155,0.15,0.00405,0.0039,0.0045,0.2525,0.25,272.0,62.2251001993815,61.00841620024806,1.6483516483516485,-1.0,0.5,4.5,1.9065934065934067,1.361049729863773,0.065,0.082,0.0697948717948718,4.08,4.26,4.146739926739927,0.019,0.02,0.0198754578754578,176.64,170.7265934065934,43.72,53.64,47.83476190476191,0.037,0.0405860805860805,26.81,11.225128205128206,7.994568473370831
1,1,0,0.1475,0.14,0.0037,0.0034,0.0038,0.305,0.3,239.0,62.4243169148763,60.97462463533806,0.9416666666666668,-1.0,1.0,5.5,3.1083333333333334,1.3586594016145246,0.07,0.075,0.071475,3.51,4.24,3.957083333333333,0.018,0.021,0.0186083333333333,172.03,167.44491666666667,45.5,51.41,47.93125,0.036,0.0384,32.74,18.632916666666667,8.028586467273211
0,1,0,0.1275,0.1,0.00475,0.0042,0.0052,0.285,0.28,282.0,62.7177165349324,60.92029904978476,2.401408450704225,-24.0,0.5,5.5,2.080985915492957,1.7033922960635215,0.068,0.077,0.072362676056338,4.0,4.5,4.335704225352113,0.02,0.023,0.0222183098591549,173.06,166.36232394366198,44.72,55.49,50.97140845070423,0.036,0.0414295774647887,29.85,12.454154929577465,10.06396578941627
0,1,0,0.15,0.15,0.0046,0.0046,0.0046,0.27,0.27,282.0,62.9054000218709,60.98897414663156,1.9683098591549293,-3.0,0.5,5.5,2.515492957746478,1.6551363794501064,0.065,0.073,0.0673661971830986,3.99,4.49,4.287992957746479,0.018,0.02,0.0191830985915492,171.01,166.17285211267608,46.34,50.76,47.53584507042254,0.036,0.0397746478873239,32.73,14.955880281690142,9.77431412104469
0,1,0,0.115,0.1,0.0044,0.0042,0.0046,0.295,0.28,244.0,62.9054000218709,61.01515919288957,2.073469387755102,-3.0,0.5,4.5,2.130204081632653,1.4125266424237957,0.065,0.073,0.0675469387755102,3.99,4.49,4.3351836734693885,0.018,0.02,0.0193714285714285,171.01,165.92844897959185,46.34,50.05,47.279428571428575,0.037,0.040269387755102,26.83,12.655469387755105,8.307573838248592
1,1,0,0.1455,0.14,0.0038,0.0035,0.0045,0.261,0.24,227.0,62.9054000218709,61.00784607529798,2.004366812227074,-3.0,0.5,4.5,1.968995633187773,1.315844517350168,0.065,0.073,0.0676899563318777,3.99,4.49,4.359257641921397,0.018,0.02,0.0194672489082969,171.01,166.1253711790393,46.34,50.05,47.212751091703055,0.037,0.0404934497816593,23.83,11.693362445414849,7.712054050605498
1,1,0,0.14,0.14,0.0035,0.0035,0.0035,0.27,0.27,224.0,62.1347836176554,61.023229915286,1.3111111111111111,-2.0,0.5,4.0,2.037777777777778,1.2025436005031631,0.065,0.082,0.0713955555555555,4.16,4.47,4.236488888888889,0.019,0.02,0.0192444444444444,173.66,165.57022222222224,45.86,51.9,48.57102222222222,0.038,0.0400622222222222,23.95,12.400488888888887,7.057480025723921
0,1,0,0.13,0.13,0.0049,0.0049,0.0049,0.27,0.27,300.0,62.4450503031412,60.37535673227003,2.122923588039867,-38.0,0.5,5.5,2.742524916943521,1.7900611545075988,0.057,0.071,0.0651395348837209,3.66,4.49,4.26029900332226,0.02,0.022,0.0214817275747508,174.21,167.8418604651163,47.17,53.35,50.02485049833887,0.036,0.0393554817275747,32.74,16.258239202657805,10.57677388853794
1,1,0,0.165,0.15,0.00355,0.0032,0.0046,0.3075,0.27,219.0,62.4450503031412,60.66089276986786,1.9318181818181817,-38.0,0.5,5.5,2.577272727272727,1.7668773420128954,0.057,0.071,0.0676272727272727,3.66,4.49,4.454045454545455,0.02,0.022,0.0219545454545454,174.21,167.85977272727274,47.17,53.35,50.34013636363636,0.036,0.0396136363636363,32.74,15.271772727272728,10.40641144324947
